"","Year","Branch","Average","lag","value","all_pres"
"544",1975,"Senate",9.1,"4","Democrat","Ford"
"545",1975,"Senate",9.1,"5","Democrat","Ford"
"546",1975,"Senate",9.1,"6","Democrat","Ford"
"547",1975,"Senate",9.1,"7","Democrat","Ford"
"548",1975,"Senate",9.1,"8","Democrat","Ford"
"549",1975,"Senate",9.1,"9","Democrat","Ford"
"550",1975,"Senate",9.1,"10","Democrat","Ford"
"551",1975,"Congress (Both Chambers)",9.1,"0","Democrat","Ford"
"552",1975,"Congress (Both Chambers)",9.1,"1","Democrat","Ford"
"553",1975,"Congress (Both Chambers)",9.1,"2","Democrat","Ford"
"554",1975,"Congress (Both Chambers)",9.1,"3","Democrat","Ford"
"555",1975,"Congress (Both Chambers)",9.1,"4","Democrat","Ford"
"556",1975,"Congress (Both Chambers)",9.1,"5","Democrat","Ford"
"557",1975,"Congress (Both Chambers)",9.1,"6","Democrat","Ford"
"558",1975,"Congress (Both Chambers)",9.1,"7","Democrat","Ford"
"559",1975,"Congress (Both Chambers)",9.1,"8","Democrat","Ford"
"560",1975,"Congress (Both Chambers)",9.1,"9","Democrat","Ford"
"561",1975,"Congress (Both Chambers)",9.1,"10","Democrat","Ford"
"562",1975,"Presidency",9.1,"0","Republican","Ford"
"563",1975,"Presidency",9.1,"1","Republican","Ford"
"564",1975,"Presidency",9.1,"2","Republican","Ford"
"565",1975,"Presidency",9.1,"3","Republican","Ford"
"566",1975,"Presidency",9.1,"4","Republican","Ford"
"567",1975,"Presidency",9.1,"5","Republican","Ford"
"568",1975,"Presidency",9.1,"6","Republican","Ford"
"569",1975,"Presidency",9.1,"7","Democrat","Ford"
"570",1975,"Presidency",9.1,"8","Democrat","Ford"
"571",1975,"Presidency",9.1,"9","Democrat","Ford"
"572",1975,"Presidency",9.1,"10","Democrat","Ford"
"573",1976,"House of Representatives",5.8,"0","Democrat","Ford"
"574",1976,"House of Representatives",5.8,"1","Democrat","Ford"
"575",1976,"House of Representatives",5.8,"2","Democrat","Ford"
"576",1976,"House of Representatives",5.8,"3","Democrat","Ford"
"577",1976,"House of Representatives",5.8,"4","Democrat","Ford"
"578",1976,"House of Representatives",5.8,"5","Democrat","Ford"
"579",1976,"House of Representatives",5.8,"6","Democrat","Ford"
"580",1976,"House of Representatives",5.8,"7","Democrat","Ford"
"581",1976,"House of Representatives",5.8,"8","Democrat","Ford"
"582",1976,"House of Representatives",5.8,"9","Democrat","Ford"
"583",1976,"House of Representatives",5.8,"10","Democrat","Ford"
"584",1976,"Senate",5.8,"0","Democrat","Ford"
"585",1976,"Senate",5.8,"1","Democrat","Ford"
"586",1976,"Senate",5.8,"2","Democrat","Ford"
"587",1976,"Senate",5.8,"3","Democrat","Ford"
"588",1976,"Senate",5.8,"4","Democrat","Ford"
"589",1976,"Senate",5.8,"5","Democrat","Ford"
"590",1976,"Senate",5.8,"6","Democrat","Ford"
"591",1976,"Senate",5.8,"7","Democrat","Ford"
"592",1976,"Senate",5.8,"8","Democrat","Ford"
"593",1976,"Senate",5.8,"9","Democrat","Ford"
"594",1976,"Senate",5.8,"10","Democrat","Ford"
"595",1976,"Congress (Both Chambers)",5.8,"0","Democrat","Ford"
"596",1976,"Congress (Both Chambers)",5.8,"1","Democrat","Ford"
"597",1976,"Congress (Both Chambers)",5.8,"2","Democrat","Ford"
"598",1976,"Congress (Both Chambers)",5.8,"3","Democrat","Ford"
"599",1976,"Congress (Both Chambers)",5.8,"4","Democrat","Ford"
"600",1976,"Congress (Both Chambers)",5.8,"5","Democrat","Ford"
"601",1976,"Congress (Both Chambers)",5.8,"6","Democrat","Ford"
"602",1976,"Congress (Both Chambers)",5.8,"7","Democrat","Ford"
"603",1976,"Congress (Both Chambers)",5.8,"8","Democrat","Ford"
"604",1976,"Congress (Both Chambers)",5.8,"9","Democrat","Ford"
"605",1976,"Congress (Both Chambers)",5.8,"10","Democrat","Ford"
"606",1976,"Presidency",5.8,"0","Republican","Ford"
"607",1976,"Presidency",5.8,"1","Republican","Ford"
"608",1976,"Presidency",5.8,"2","Republican","Ford"
"609",1976,"Presidency",5.8,"3","Republican","Ford"
"610",1976,"Presidency",5.8,"4","Republican","Ford"
"611",1976,"Presidency",5.8,"5","Republican","Ford"
"612",1976,"Presidency",5.8,"6","Republican","Ford"
"613",1976,"Presidency",5.8,"7","Republican","Ford"
"614",1976,"Presidency",5.8,"8","Democrat","Ford"
"615",1976,"Presidency",5.8,"9","Democrat","Ford"
"616",1976,"Presidency",5.8,"10","Democrat","Ford"
"617",1977,"House of Representatives",6.5,"0","Democrat","Carter"
"618",1977,"House of Representatives",6.5,"1","Democrat","Carter"
"619",1977,"House of Representatives",6.5,"2","Democrat","Carter"
"620",1977,"House of Representatives",6.5,"3","Democrat","Carter"
"621",1977,"House of Representatives",6.5,"4","Democrat","Carter"
"622",1977,"House of Representatives",6.5,"5","Democrat","Carter"
"623",1977,"House of Representatives",6.5,"6","Democrat","Carter"
"624",1977,"House of Representatives",6.5,"7","Democrat","Carter"
"625",1977,"House of Representatives",6.5,"8","Democrat","Carter"
"626",1977,"House of Representatives",6.5,"9","Democrat","Carter"
"627",1977,"House of Representatives",6.5,"10","Democrat","Carter"
"628",1977,"Senate",6.5,"0","Democrat","Carter"
"629",1977,"Senate",6.5,"1","Democrat","Carter"
"630",1977,"Senate",6.5,"2","Democrat","Carter"
"631",1977,"Senate",6.5,"3","Democrat","Carter"
"632",1977,"Senate",6.5,"4","Democrat","Carter"
"633",1977,"Senate",6.5,"5","Democrat","Carter"
"634",1977,"Senate",6.5,"6","Democrat","Carter"
"635",1977,"Senate",6.5,"7","Democrat","Carter"
"636",1977,"Senate",6.5,"8","Democrat","Carter"
"637",1977,"Senate",6.5,"9","Democrat","Carter"
"638",1977,"Senate",6.5,"10","Democrat","Carter"
"639",1977,"Congress (Both Chambers)",6.5,"0","Democrat","Carter"
"640",1977,"Congress (Both Chambers)",6.5,"1","Democrat","Carter"
"641",1977,"Congress (Both Chambers)",6.5,"2","Democrat","Carter"
"642",1977,"Congress (Both Chambers)",6.5,"3","Democrat","Carter"
"643",1977,"Congress (Both Chambers)",6.5,"4","Democrat","Carter"
"644",1977,"Congress (Both Chambers)",6.5,"5","Democrat","Carter"
"645",1977,"Congress (Both Chambers)",6.5,"6","Democrat","Carter"
"646",1977,"Congress (Both Chambers)",6.5,"7","Democrat","Carter"
"647",1977,"Congress (Both Chambers)",6.5,"8","Democrat","Carter"
"648",1977,"Congress (Both Chambers)",6.5,"9","Democrat","Carter"
"649",1977,"Congress (Both Chambers)",6.5,"10","Democrat","Carter"
"650",1977,"Presidency",6.5,"0","Democrat","Carter"
"651",1977,"Presidency",6.5,"1","Republican","Carter"
"652",1977,"Presidency",6.5,"2","Republican","Carter"
"653",1977,"Presidency",6.5,"3","Republican","Carter"
"654",1977,"Presidency",6.5,"4","Republican","Carter"
"655",1977,"Presidency",6.5,"5","Republican","Carter"
"656",1977,"Presidency",6.5,"6","Republican","Carter"
"657",1977,"Presidency",6.5,"7","Republican","Carter"
"658",1977,"Presidency",6.5,"8","Republican","Carter"
"659",1977,"Presidency",6.5,"9","Democrat","Carter"
"660",1977,"Presidency",6.5,"10","Democrat","Carter"
"661",1978,"House of Representatives",7.6,"0","Democrat","Carter"
"662",1978,"House of Representatives",7.6,"1","Democrat","Carter"
"663",1978,"House of Representatives",7.6,"2","Democrat","Carter"
"664",1978,"House of Representatives",7.6,"3","Democrat","Carter"
"665",1978,"House of Representatives",7.6,"4","Democrat","Carter"
"666",1978,"House of Representatives",7.6,"5","Democrat","Carter"
"667",1978,"House of Representatives",7.6,"6","Democrat","Carter"
"668",1978,"House of Representatives",7.6,"7","Democrat","Carter"
"669",1978,"House of Representatives",7.6,"8","Democrat","Carter"
"670",1978,"House of Representatives",7.6,"9","Democrat","Carter"
"671",1978,"House of Representatives",7.6,"10","Democrat","Carter"
"672",1978,"Senate",7.6,"0","Democrat","Carter"
"673",1978,"Senate",7.6,"1","Democrat","Carter"
"674",1978,"Senate",7.6,"2","Democrat","Carter"
"675",1978,"Senate",7.6,"3","Democrat","Carter"
"676",1978,"Senate",7.6,"4","Democrat","Carter"
"677",1978,"Senate",7.6,"5","Democrat","Carter"
"678",1978,"Senate",7.6,"6","Democrat","Carter"
"679",1978,"Senate",7.6,"7","Democrat","Carter"
"680",1978,"Senate",7.6,"8","Democrat","Carter"
"681",1978,"Senate",7.6,"9","Democrat","Carter"
"682",1978,"Senate",7.6,"10","Democrat","Carter"
"683",1978,"Congress (Both Chambers)",7.6,"0","Democrat","Carter"
"684",1978,"Congress (Both Chambers)",7.6,"1","Democrat","Carter"
"685",1978,"Congress (Both Chambers)",7.6,"2","Democrat","Carter"
"686",1978,"Congress (Both Chambers)",7.6,"3","Democrat","Carter"
"687",1978,"Congress (Both Chambers)",7.6,"4","Democrat","Carter"
"688",1978,"Congress (Both Chambers)",7.6,"5","Democrat","Carter"
"689",1978,"Congress (Both Chambers)",7.6,"6","Democrat","Carter"
"690",1978,"Congress (Both Chambers)",7.6,"7","Democrat","Carter"
"691",1978,"Congress (Both Chambers)",7.6,"8","Democrat","Carter"
"692",1978,"Congress (Both Chambers)",7.6,"9","Democrat","Carter"
"693",1978,"Congress (Both Chambers)",7.6,"10","Democrat","Carter"
"694",1978,"Presidency",7.6,"0","Democrat","Carter"
"695",1978,"Presidency",7.6,"1","Democrat","Carter"
"696",1978,"Presidency",7.6,"2","Republican","Carter"
"697",1978,"Presidency",7.6,"3","Republican","Carter"
"698",1978,"Presidency",7.6,"4","Republican","Carter"
"699",1978,"Presidency",7.6,"5","Republican","Carter"
"700",1978,"Presidency",7.6,"6","Republican","Carter"
"701",1978,"Presidency",7.6,"7","Republican","Carter"
"702",1978,"Presidency",7.6,"8","Republican","Carter"
"703",1978,"Presidency",7.6,"9","Republican","Carter"
"704",1978,"Presidency",7.6,"10","Democrat","Carter"
"705",1979,"House of Representatives",11.3,"0","Democrat","Carter"
"706",1979,"House of Representatives",11.3,"1","Democrat","Carter"
"707",1979,"House of Representatives",11.3,"2","Democrat","Carter"
"708",1979,"House of Representatives",11.3,"3","Democrat","Carter"
"709",1979,"House of Representatives",11.3,"4","Democrat","Carter"
"710",1979,"House of Representatives",11.3,"5","Democrat","Carter"
"711",1979,"House of Representatives",11.3,"6","Democrat","Carter"
"712",1979,"House of Representatives",11.3,"7","Democrat","Carter"
"713",1979,"House of Representatives",11.3,"8","Democrat","Carter"
"714",1979,"House of Representatives",11.3,"9","Democrat","Carter"
"715",1979,"House of Representatives",11.3,"10","Democrat","Carter"
"716",1979,"Senate",11.3,"0","Democrat","Carter"
"717",1979,"Senate",11.3,"1","Democrat","Carter"
"718",1979,"Senate",11.3,"2","Democrat","Carter"
"719",1979,"Senate",11.3,"3","Democrat","Carter"
"720",1979,"Senate",11.3,"4","Democrat","Carter"
"721",1979,"Senate",11.3,"5","Democrat","Carter"
"722",1979,"Senate",11.3,"6","Democrat","Carter"
"723",1979,"Senate",11.3,"7","Democrat","Carter"
"724",1979,"Senate",11.3,"8","Democrat","Carter"
"725",1979,"Senate",11.3,"9","Democrat","Carter"
"726",1979,"Senate",11.3,"10","Democrat","Carter"
"727",1979,"Congress (Both Chambers)",11.3,"0","Democrat","Carter"
"728",1979,"Congress (Both Chambers)",11.3,"1","Democrat","Carter"
"729",1979,"Congress (Both Chambers)",11.3,"2","Democrat","Carter"
"730",1979,"Congress (Both Chambers)",11.3,"3","Democrat","Carter"
"731",1979,"Congress (Both Chambers)",11.3,"4","Democrat","Carter"
"732",1979,"Congress (Both Chambers)",11.3,"5","Democrat","Carter"
"733",1979,"Congress (Both Chambers)",11.3,"6","Democrat","Carter"
"734",1979,"Congress (Both Chambers)",11.3,"7","Democrat","Carter"
"735",1979,"Congress (Both Chambers)",11.3,"8","Democrat","Carter"
"736",1979,"Congress (Both Chambers)",11.3,"9","Democrat","Carter"
"737",1979,"Congress (Both Chambers)",11.3,"10","Democrat","Carter"
"738",1979,"Presidency",11.3,"0","Democrat","Carter"
"739",1979,"Presidency",11.3,"1","Democrat","Carter"
"740",1979,"Presidency",11.3,"2","Democrat","Carter"
"741",1979,"Presidency",11.3,"3","Republican","Carter"
"742",1979,"Presidency",11.3,"4","Republican","Carter"
"743",1979,"Presidency",11.3,"5","Republican","Carter"
"744",1979,"Presidency",11.3,"6","Republican","Carter"
"745",1979,"Presidency",11.3,"7","Republican","Carter"
"746",1979,"Presidency",11.3,"8","Republican","Carter"
"747",1979,"Presidency",11.3,"9","Republican","Carter"
"748",1979,"Presidency",11.3,"10","Republican","Carter"
"749",1980,"House of Representatives",13.5,"0","Democrat","Carter"
"750",1980,"House of Representatives",13.5,"1","Democrat","Carter"
"751",1980,"House of Representatives",13.5,"2","Democrat","Carter"
"752",1980,"House of Representatives",13.5,"3","Democrat","Carter"
"753",1980,"House of Representatives",13.5,"4","Democrat","Carter"
"754",1980,"House of Representatives",13.5,"5","Democrat","Carter"
"755",1980,"House of Representatives",13.5,"6","Democrat","Carter"
"756",1980,"House of Representatives",13.5,"7","Democrat","Carter"
"757",1980,"House of Representatives",13.5,"8","Democrat","Carter"
"758",1980,"House of Representatives",13.5,"9","Democrat","Carter"
"759",1980,"House of Representatives",13.5,"10","Democrat","Carter"
"760",1980,"Senate",13.5,"0","Democrat","Carter"
"761",1980,"Senate",13.5,"1","Democrat","Carter"
"762",1980,"Senate",13.5,"2","Democrat","Carter"
"763",1980,"Senate",13.5,"3","Democrat","Carter"
"764",1980,"Senate",13.5,"4","Democrat","Carter"
"765",1980,"Senate",13.5,"5","Democrat","Carter"
"766",1980,"Senate",13.5,"6","Democrat","Carter"
"767",1980,"Senate",13.5,"7","Democrat","Carter"
"768",1980,"Senate",13.5,"8","Democrat","Carter"
"769",1980,"Senate",13.5,"9","Democrat","Carter"
"770",1980,"Senate",13.5,"10","Democrat","Carter"
"771",1980,"Congress (Both Chambers)",13.5,"0","Democrat","Carter"
"772",1980,"Congress (Both Chambers)",13.5,"1","Democrat","Carter"
"773",1980,"Congress (Both Chambers)",13.5,"2","Democrat","Carter"
"774",1980,"Congress (Both Chambers)",13.5,"3","Democrat","Carter"
"775",1980,"Congress (Both Chambers)",13.5,"4","Democrat","Carter"
"776",1980,"Congress (Both Chambers)",13.5,"5","Democrat","Carter"
"777",1980,"Congress (Both Chambers)",13.5,"6","Democrat","Carter"
"778",1980,"Congress (Both Chambers)",13.5,"7","Democrat","Carter"
"779",1980,"Congress (Both Chambers)",13.5,"8","Democrat","Carter"
"780",1980,"Congress (Both Chambers)",13.5,"9","Democrat","Carter"
"781",1980,"Congress (Both Chambers)",13.5,"10","Democrat","Carter"
"782",1980,"Presidency",13.5,"0","Democrat","Carter"
"783",1980,"Presidency",13.5,"1","Democrat","Carter"
"784",1980,"Presidency",13.5,"2","Democrat","Carter"
"785",1980,"Presidency",13.5,"3","Democrat","Carter"
"786",1980,"Presidency",13.5,"4","Republican","Carter"
"787",1980,"Presidency",13.5,"5","Republican","Carter"
"788",1980,"Presidency",13.5,"6","Republican","Carter"
"789",1980,"Presidency",13.5,"7","Republican","Carter"
"790",1980,"Presidency",13.5,"8","Republican","Carter"
"791",1980,"Presidency",13.5,"9","Republican","Carter"
"792",1980,"Presidency",13.5,"10","Republican","Carter"
"793",1981,"House of Representatives",10.3,"0","Democrat","Reagan"
"794",1981,"House of Representatives",10.3,"1","Democrat","Reagan"
"795",1981,"House of Representatives",10.3,"2","Democrat","Reagan"
"796",1981,"House of Representatives",10.3,"3","Democrat","Reagan"
"797",1981,"House of Representatives",10.3,"4","Democrat","Reagan"
"798",1981,"House of Representatives",10.3,"5","Democrat","Reagan"
"799",1981,"House of Representatives",10.3,"6","Democrat","Reagan"
"800",1981,"House of Representatives",10.3,"7","Democrat","Reagan"
"801",1981,"House of Representatives",10.3,"8","Democrat","Reagan"
"802",1981,"House of Representatives",10.3,"9","Democrat","Reagan"
"803",1981,"House of Representatives",10.3,"10","Democrat","Reagan"
"804",1981,"Senate",10.3,"0","Republican","Reagan"
"805",1981,"Senate",10.3,"1","Democrat","Reagan"
"806",1981,"Senate",10.3,"2","Democrat","Reagan"
"807",1981,"Senate",10.3,"3","Democrat","Reagan"
"808",1981,"Senate",10.3,"4","Democrat","Reagan"
"809",1981,"Senate",10.3,"5","Democrat","Reagan"
"810",1981,"Senate",10.3,"6","Democrat","Reagan"
"811",1981,"Senate",10.3,"7","Democrat","Reagan"
"812",1981,"Senate",10.3,"8","Democrat","Reagan"
"813",1981,"Senate",10.3,"9","Democrat","Reagan"
"814",1981,"Senate",10.3,"10","Democrat","Reagan"
"815",1981,"Congress (Both Chambers)",10.3,"0","Split","Reagan"
"816",1981,"Congress (Both Chambers)",10.3,"1","Democrat","Reagan"
"817",1981,"Congress (Both Chambers)",10.3,"2","Democrat","Reagan"
"818",1981,"Congress (Both Chambers)",10.3,"3","Democrat","Reagan"
"819",1981,"Congress (Both Chambers)",10.3,"4","Democrat","Reagan"
"820",1981,"Congress (Both Chambers)",10.3,"5","Democrat","Reagan"
"821",1981,"Congress (Both Chambers)",10.3,"6","Democrat","Reagan"
"822",1981,"Congress (Both Chambers)",10.3,"7","Democrat","Reagan"
"823",1981,"Congress (Both Chambers)",10.3,"8","Democrat","Reagan"
"824",1981,"Congress (Both Chambers)",10.3,"9","Democrat","Reagan"
"825",1981,"Congress (Both Chambers)",10.3,"10","Democrat","Reagan"
"826",1981,"Presidency",10.3,"0","Republican","Reagan"
"827",1981,"Presidency",10.3,"1","Democrat","Reagan"
"828",1981,"Presidency",10.3,"2","Democrat","Reagan"
"829",1981,"Presidency",10.3,"3","Democrat","Reagan"
"830",1981,"Presidency",10.3,"4","Democrat","Reagan"
"831",1981,"Presidency",10.3,"5","Republican","Reagan"
"832",1981,"Presidency",10.3,"6","Republican","Reagan"
"833",1981,"Presidency",10.3,"7","Republican","Reagan"
"834",1981,"Presidency",10.3,"8","Republican","Reagan"
"835",1981,"Presidency",10.3,"9","Republican","Reagan"
"836",1981,"Presidency",10.3,"10","Republican","Reagan"
"837",1982,"House of Representatives",6.2,"0","Democrat","Reagan"
"838",1982,"House of Representatives",6.2,"1","Democrat","Reagan"
"839",1982,"House of Representatives",6.2,"2","Democrat","Reagan"
"840",1982,"House of Representatives",6.2,"3","Democrat","Reagan"
"841",1982,"House of Representatives",6.2,"4","Democrat","Reagan"
"842",1982,"House of Representatives",6.2,"5","Democrat","Reagan"
"843",1982,"House of Representatives",6.2,"6","Democrat","Reagan"
"844",1982,"House of Representatives",6.2,"7","Democrat","Reagan"
"845",1982,"House of Representatives",6.2,"8","Democrat","Reagan"
"846",1982,"House of Representatives",6.2,"9","Democrat","Reagan"
"847",1982,"House of Representatives",6.2,"10","Democrat","Reagan"
"848",1982,"Senate",6.2,"0","Republican","Reagan"
"849",1982,"Senate",6.2,"1","Republican","Reagan"
"850",1982,"Senate",6.2,"2","Democrat","Reagan"
"851",1982,"Senate",6.2,"3","Democrat","Reagan"
"852",1982,"Senate",6.2,"4","Democrat","Reagan"
"853",1982,"Senate",6.2,"5","Democrat","Reagan"
"854",1982,"Senate",6.2,"6","Democrat","Reagan"
"855",1982,"Senate",6.2,"7","Democrat","Reagan"
"856",1982,"Senate",6.2,"8","Democrat","Reagan"
"857",1982,"Senate",6.2,"9","Democrat","Reagan"
"858",1982,"Senate",6.2,"10","Democrat","Reagan"
"859",1982,"Congress (Both Chambers)",6.2,"0","Split","Reagan"
"860",1982,"Congress (Both Chambers)",6.2,"1","Split","Reagan"
"861",1982,"Congress (Both Chambers)",6.2,"2","Democrat","Reagan"
"862",1982,"Congress (Both Chambers)",6.2,"3","Democrat","Reagan"
"863",1982,"Congress (Both Chambers)",6.2,"4","Democrat","Reagan"
"864",1982,"Congress (Both Chambers)",6.2,"5","Democrat","Reagan"
"865",1982,"Congress (Both Chambers)",6.2,"6","Democrat","Reagan"
"866",1982,"Congress (Both Chambers)",6.2,"7","Democrat","Reagan"
"867",1982,"Congress (Both Chambers)",6.2,"8","Democrat","Reagan"
"868",1982,"Congress (Both Chambers)",6.2,"9","Democrat","Reagan"
"869",1982,"Congress (Both Chambers)",6.2,"10","Democrat","Reagan"
"870",1982,"Presidency",6.2,"0","Republican","Reagan"
"871",1982,"Presidency",6.2,"1","Republican","Reagan"
"872",1982,"Presidency",6.2,"2","Democrat","Reagan"
"873",1982,"Presidency",6.2,"3","Democrat","Reagan"
"874",1982,"Presidency",6.2,"4","Democrat","Reagan"
"875",1982,"Presidency",6.2,"5","Democrat","Reagan"
"876",1982,"Presidency",6.2,"6","Republican","Reagan"
"877",1982,"Presidency",6.2,"7","Republican","Reagan"
"878",1982,"Presidency",6.2,"8","Republican","Reagan"
"879",1982,"Presidency",6.2,"9","Republican","Reagan"
"880",1982,"Presidency",6.2,"10","Republican","Reagan"
"881",1983,"House of Representatives",3.2,"0","Democrat","Reagan"
"882",1983,"House of Representatives",3.2,"1","Democrat","Reagan"
"883",1983,"House of Representatives",3.2,"2","Democrat","Reagan"
"884",1983,"House of Representatives",3.2,"3","Democrat","Reagan"
"885",1983,"House of Representatives",3.2,"4","Democrat","Reagan"
"886",1983,"House of Representatives",3.2,"5","Democrat","Reagan"
"887",1983,"House of Representatives",3.2,"6","Democrat","Reagan"
"888",1983,"House of Representatives",3.2,"7","Democrat","Reagan"
"889",1983,"House of Representatives",3.2,"8","Democrat","Reagan"
"890",1983,"House of Representatives",3.2,"9","Democrat","Reagan"
"891",1983,"House of Representatives",3.2,"10","Democrat","Reagan"
"892",1983,"Senate",3.2,"0","Republican","Reagan"
"893",1983,"Senate",3.2,"1","Republican","Reagan"
"894",1983,"Senate",3.2,"2","Republican","Reagan"
"895",1983,"Senate",3.2,"3","Democrat","Reagan"
"896",1983,"Senate",3.2,"4","Democrat","Reagan"
"897",1983,"Senate",3.2,"5","Democrat","Reagan"
"898",1983,"Senate",3.2,"6","Democrat","Reagan"
"899",1983,"Senate",3.2,"7","Democrat","Reagan"
"900",1983,"Senate",3.2,"8","Democrat","Reagan"
"901",1983,"Senate",3.2,"9","Democrat","Reagan"
"902",1983,"Senate",3.2,"10","Democrat","Reagan"
"903",1983,"Congress (Both Chambers)",3.2,"0","Split","Reagan"
"904",1983,"Congress (Both Chambers)",3.2,"1","Split","Reagan"
"905",1983,"Congress (Both Chambers)",3.2,"2","Split","Reagan"
"906",1983,"Congress (Both Chambers)",3.2,"3","Democrat","Reagan"
"907",1983,"Congress (Both Chambers)",3.2,"4","Democrat","Reagan"
"908",1983,"Congress (Both Chambers)",3.2,"5","Democrat","Reagan"
"909",1983,"Congress (Both Chambers)",3.2,"6","Democrat","Reagan"
"910",1983,"Congress (Both Chambers)",3.2,"7","Democrat","Reagan"
"911",1983,"Congress (Both Chambers)",3.2,"8","Democrat","Reagan"
"912",1983,"Congress (Both Chambers)",3.2,"9","Democrat","Reagan"
"913",1983,"Congress (Both Chambers)",3.2,"10","Democrat","Reagan"
"914",1983,"Presidency",3.2,"0","Republican","Reagan"
"915",1983,"Presidency",3.2,"1","Republican","Reagan"
"916",1983,"Presidency",3.2,"2","Republican","Reagan"
"917",1983,"Presidency",3.2,"3","Democrat","Reagan"
"918",1983,"Presidency",3.2,"4","Democrat","Reagan"
"919",1983,"Presidency",3.2,"5","Democrat","Reagan"
"920",1983,"Presidency",3.2,"6","Democrat","Reagan"
"921",1983,"Presidency",3.2,"7","Republican","Reagan"
"922",1983,"Presidency",3.2,"8","Republican","Reagan"
"923",1983,"Presidency",3.2,"9","Republican","Reagan"
"924",1983,"Presidency",3.2,"10","Republican","Reagan"
"925",1984,"House of Representatives",4.3,"0","Democrat","Reagan"
"926",1984,"House of Representatives",4.3,"1","Democrat","Reagan"
"927",1984,"House of Representatives",4.3,"2","Democrat","Reagan"
"928",1984,"House of Representatives",4.3,"3","Democrat","Reagan"
"929",1984,"House of Representatives",4.3,"4","Democrat","Reagan"
"930",1984,"House of Representatives",4.3,"5","Democrat","Reagan"
"931",1984,"House of Representatives",4.3,"6","Democrat","Reagan"
"932",1984,"House of Representatives",4.3,"7","Democrat","Reagan"
"933",1984,"House of Representatives",4.3,"8","Democrat","Reagan"
"934",1984,"House of Representatives",4.3,"9","Democrat","Reagan"
"935",1984,"House of Representatives",4.3,"10","Democrat","Reagan"
"936",1984,"Senate",4.3,"0","Republican","Reagan"
"937",1984,"Senate",4.3,"1","Republican","Reagan"
"938",1984,"Senate",4.3,"2","Republican","Reagan"
"939",1984,"Senate",4.3,"3","Republican","Reagan"
"940",1984,"Senate",4.3,"4","Democrat","Reagan"
"941",1984,"Senate",4.3,"5","Democrat","Reagan"
"942",1984,"Senate",4.3,"6","Democrat","Reagan"
"943",1984,"Senate",4.3,"7","Democrat","Reagan"
"944",1984,"Senate",4.3,"8","Democrat","Reagan"
"945",1984,"Senate",4.3,"9","Democrat","Reagan"
"946",1984,"Senate",4.3,"10","Democrat","Reagan"
"947",1984,"Congress (Both Chambers)",4.3,"0","Split","Reagan"
"948",1984,"Congress (Both Chambers)",4.3,"1","Split","Reagan"
"949",1984,"Congress (Both Chambers)",4.3,"2","Split","Reagan"
"950",1984,"Congress (Both Chambers)",4.3,"3","Split","Reagan"
"951",1984,"Congress (Both Chambers)",4.3,"4","Democrat","Reagan"
"952",1984,"Congress (Both Chambers)",4.3,"5","Democrat","Reagan"
"953",1984,"Congress (Both Chambers)",4.3,"6","Democrat","Reagan"
"954",1984,"Congress (Both Chambers)",4.3,"7","Democrat","Reagan"
"955",1984,"Congress (Both Chambers)",4.3,"8","Democrat","Reagan"
"956",1984,"Congress (Both Chambers)",4.3,"9","Democrat","Reagan"
"957",1984,"Congress (Both Chambers)",4.3,"10","Democrat","Reagan"
"958",1984,"Presidency",4.3,"0","Republican","Reagan"
"959",1984,"Presidency",4.3,"1","Republican","Reagan"
"960",1984,"Presidency",4.3,"2","Republican","Reagan"
"961",1984,"Presidency",4.3,"3","Republican","Reagan"
"962",1984,"Presidency",4.3,"4","Democrat","Reagan"
"963",1984,"Presidency",4.3,"5","Democrat","Reagan"
"964",1984,"Presidency",4.3,"6","Democrat","Reagan"
"965",1984,"Presidency",4.3,"7","Democrat","Reagan"
"966",1984,"Presidency",4.3,"8","Republican","Reagan"
"967",1984,"Presidency",4.3,"9","Republican","Reagan"
"968",1984,"Presidency",4.3,"10","Republican","Reagan"
"969",1985,"House of Representatives",3.6,"0","Democrat","Reagan"
"970",1985,"House of Representatives",3.6,"1","Democrat","Reagan"
"971",1985,"House of Representatives",3.6,"2","Democrat","Reagan"
"972",1985,"House of Representatives",3.6,"3","Democrat","Reagan"
"973",1985,"House of Representatives",3.6,"4","Democrat","Reagan"
"974",1985,"House of Representatives",3.6,"5","Democrat","Reagan"
"975",1985,"House of Representatives",3.6,"6","Democrat","Reagan"
"976",1985,"House of Representatives",3.6,"7","Democrat","Reagan"
"977",1985,"House of Representatives",3.6,"8","Democrat","Reagan"
"978",1985,"House of Representatives",3.6,"9","Democrat","Reagan"
"979",1985,"House of Representatives",3.6,"10","Democrat","Reagan"
"980",1985,"Senate",3.6,"0","Republican","Reagan"
"981",1985,"Senate",3.6,"1","Republican","Reagan"
"982",1985,"Senate",3.6,"2","Republican","Reagan"
"983",1985,"Senate",3.6,"3","Republican","Reagan"
"984",1985,"Senate",3.6,"4","Republican","Reagan"
"985",1985,"Senate",3.6,"5","Democrat","Reagan"
"986",1985,"Senate",3.6,"6","Democrat","Reagan"
"987",1985,"Senate",3.6,"7","Democrat","Reagan"
"988",1985,"Senate",3.6,"8","Democrat","Reagan"
"989",1985,"Senate",3.6,"9","Democrat","Reagan"
"990",1985,"Senate",3.6,"10","Democrat","Reagan"
"991",1985,"Congress (Both Chambers)",3.6,"0","Split","Reagan"
