"","Year","Branch","Average","lag","value","all_pres"
"1400",1994,"Presidency",2.6,"2","Republican","Clinton"
"1401",1994,"Presidency",2.6,"3","Republican","Clinton"
"1402",1994,"Presidency",2.6,"4","Republican","Clinton"
"1403",1994,"Presidency",2.6,"5","Republican","Clinton"
"1404",1994,"Presidency",2.6,"6","Republican","Clinton"
"1405",1994,"Presidency",2.6,"7","Republican","Clinton"
"1406",1994,"Presidency",2.6,"8","Republican","Clinton"
"1407",1994,"Presidency",2.6,"9","Republican","Clinton"
"1408",1994,"Presidency",2.6,"10","Republican","Clinton"
"1409",1995,"House of Representatives",2.8,"0","Republican","Clinton"
"1410",1995,"House of Representatives",2.8,"1","Democrat","Clinton"
"1411",1995,"House of Representatives",2.8,"2","Democrat","Clinton"
"1412",1995,"House of Representatives",2.8,"3","Democrat","Clinton"
"1413",1995,"House of Representatives",2.8,"4","Democrat","Clinton"
"1414",1995,"House of Representatives",2.8,"5","Democrat","Clinton"
"1415",1995,"House of Representatives",2.8,"6","Democrat","Clinton"
"1416",1995,"House of Representatives",2.8,"7","Democrat","Clinton"
"1417",1995,"House of Representatives",2.8,"8","Democrat","Clinton"
"1418",1995,"House of Representatives",2.8,"9","Democrat","Clinton"
"1419",1995,"House of Representatives",2.8,"10","Democrat","Clinton"
"1420",1995,"Senate",2.8,"0","Republican","Clinton"
"1421",1995,"Senate",2.8,"1","Democrat","Clinton"
"1422",1995,"Senate",2.8,"2","Democrat","Clinton"
"1423",1995,"Senate",2.8,"3","Democrat","Clinton"
"1424",1995,"Senate",2.8,"4","Democrat","Clinton"
"1425",1995,"Senate",2.8,"5","Democrat","Clinton"
"1426",1995,"Senate",2.8,"6","Democrat","Clinton"
"1427",1995,"Senate",2.8,"7","Democrat","Clinton"
"1428",1995,"Senate",2.8,"8","Democrat","Clinton"
"1429",1995,"Senate",2.8,"9","Republican","Clinton"
"1430",1995,"Senate",2.8,"10","Republican","Clinton"
"1431",1995,"Congress (Both Chambers)",2.8,"0","Republican","Clinton"
"1432",1995,"Congress (Both Chambers)",2.8,"1","Democrat","Clinton"
"1433",1995,"Congress (Both Chambers)",2.8,"2","Democrat","Clinton"
"1434",1995,"Congress (Both Chambers)",2.8,"3","Democrat","Clinton"
"1435",1995,"Congress (Both Chambers)",2.8,"4","Democrat","Clinton"
"1436",1995,"Congress (Both Chambers)",2.8,"5","Democrat","Clinton"
"1437",1995,"Congress (Both Chambers)",2.8,"6","Democrat","Clinton"
"1438",1995,"Congress (Both Chambers)",2.8,"7","Democrat","Clinton"
"1439",1995,"Congress (Both Chambers)",2.8,"8","Democrat","Clinton"
"1440",1995,"Congress (Both Chambers)",2.8,"9","Split","Clinton"
"1441",1995,"Congress (Both Chambers)",2.8,"10","Split","Clinton"
"1442",1995,"Presidency",2.8,"0","Democrat","Clinton"
"1443",1995,"Presidency",2.8,"1","Democrat","Clinton"
"1444",1995,"Presidency",2.8,"2","Democrat","Clinton"
"1445",1995,"Presidency",2.8,"3","Republican","Clinton"
"1446",1995,"Presidency",2.8,"4","Republican","Clinton"
"1447",1995,"Presidency",2.8,"5","Republican","Clinton"
"1448",1995,"Presidency",2.8,"6","Republican","Clinton"
"1449",1995,"Presidency",2.8,"7","Republican","Clinton"
"1450",1995,"Presidency",2.8,"8","Republican","Clinton"
"1451",1995,"Presidency",2.8,"9","Republican","Clinton"
"1452",1995,"Presidency",2.8,"10","Republican","Clinton"
"1453",1996,"House of Representatives",3,"0","Republican","Clinton"
"1454",1996,"House of Representatives",3,"1","Republican","Clinton"
"1455",1996,"House of Representatives",3,"2","Democrat","Clinton"
"1456",1996,"House of Representatives",3,"3","Democrat","Clinton"
"1457",1996,"House of Representatives",3,"4","Democrat","Clinton"
"1458",1996,"House of Representatives",3,"5","Democrat","Clinton"
"1459",1996,"House of Representatives",3,"6","Democrat","Clinton"
"1460",1996,"House of Representatives",3,"7","Democrat","Clinton"
"1461",1996,"House of Representatives",3,"8","Democrat","Clinton"
"1462",1996,"House of Representatives",3,"9","Democrat","Clinton"
"1463",1996,"House of Representatives",3,"10","Democrat","Clinton"
"1464",1996,"Senate",3,"0","Republican","Clinton"
"1465",1996,"Senate",3,"1","Republican","Clinton"
"1466",1996,"Senate",3,"2","Democrat","Clinton"
"1467",1996,"Senate",3,"3","Democrat","Clinton"
"1468",1996,"Senate",3,"4","Democrat","Clinton"
"1469",1996,"Senate",3,"5","Democrat","Clinton"
"1470",1996,"Senate",3,"6","Democrat","Clinton"
"1471",1996,"Senate",3,"7","Democrat","Clinton"
"1472",1996,"Senate",3,"8","Democrat","Clinton"
"1473",1996,"Senate",3,"9","Democrat","Clinton"
"1474",1996,"Senate",3,"10","Republican","Clinton"
"1475",1996,"Congress (Both Chambers)",3,"0","Republican","Clinton"
"1476",1996,"Congress (Both Chambers)",3,"1","Republican","Clinton"
"1477",1996,"Congress (Both Chambers)",3,"2","Democrat","Clinton"
"1478",1996,"Congress (Both Chambers)",3,"3","Democrat","Clinton"
"1479",1996,"Congress (Both Chambers)",3,"4","Democrat","Clinton"
"1480",1996,"Congress (Both Chambers)",3,"5","Democrat","Clinton"
"1481",1996,"Congress (Both Chambers)",3,"6","Democrat","Clinton"
"1482",1996,"Congress (Both Chambers)",3,"7","Democrat","Clinton"
"1483",1996,"Congress (Both Chambers)",3,"8","Democrat","Clinton"
"1484",1996,"Congress (Both Chambers)",3,"9","Democrat","Clinton"
"1485",1996,"Congress (Both Chambers)",3,"10","Split","Clinton"
"1486",1996,"Presidency",3,"0","Democrat","Clinton"
"1487",1996,"Presidency",3,"1","Democrat","Clinton"
"1488",1996,"Presidency",3,"2","Democrat","Clinton"
"1489",1996,"Presidency",3,"3","Democrat","Clinton"
"1490",1996,"Presidency",3,"4","Republican","Clinton"
"1491",1996,"Presidency",3,"5","Republican","Clinton"
"1492",1996,"Presidency",3,"6","Republican","Clinton"
"1493",1996,"Presidency",3,"7","Republican","Clinton"
"1494",1996,"Presidency",3,"8","Republican","Clinton"
"1495",1996,"Presidency",3,"9","Republican","Clinton"
"1496",1996,"Presidency",3,"10","Republican","Clinton"
"1497",1997,"House of Representatives",2.3,"0","Republican","Clinton"
"1498",1997,"House of Representatives",2.3,"1","Republican","Clinton"
"1499",1997,"House of Representatives",2.3,"2","Republican","Clinton"
"1500",1997,"House of Representatives",2.3,"3","Democrat","Clinton"
"1501",1997,"House of Representatives",2.3,"4","Democrat","Clinton"
"1502",1997,"House of Representatives",2.3,"5","Democrat","Clinton"
"1503",1997,"House of Representatives",2.3,"6","Democrat","Clinton"
"1504",1997,"House of Representatives",2.3,"7","Democrat","Clinton"
"1505",1997,"House of Representatives",2.3,"8","Democrat","Clinton"
"1506",1997,"House of Representatives",2.3,"9","Democrat","Clinton"
"1507",1997,"House of Representatives",2.3,"10","Democrat","Clinton"
"1508",1997,"Senate",2.3,"0","Republican","Clinton"
"1509",1997,"Senate",2.3,"1","Republican","Clinton"
"1510",1997,"Senate",2.3,"2","Republican","Clinton"
"1511",1997,"Senate",2.3,"3","Democrat","Clinton"
"1512",1997,"Senate",2.3,"4","Democrat","Clinton"
"1513",1997,"Senate",2.3,"5","Democrat","Clinton"
"1514",1997,"Senate",2.3,"6","Democrat","Clinton"
"1515",1997,"Senate",2.3,"7","Democrat","Clinton"
"1516",1997,"Senate",2.3,"8","Democrat","Clinton"
"1517",1997,"Senate",2.3,"9","Democrat","Clinton"
"1518",1997,"Senate",2.3,"10","Democrat","Clinton"
"1519",1997,"Congress (Both Chambers)",2.3,"0","Republican","Clinton"
"1520",1997,"Congress (Both Chambers)",2.3,"1","Republican","Clinton"
"1521",1997,"Congress (Both Chambers)",2.3,"2","Republican","Clinton"
"1522",1997,"Congress (Both Chambers)",2.3,"3","Democrat","Clinton"
"1523",1997,"Congress (Both Chambers)",2.3,"4","Democrat","Clinton"
"1524",1997,"Congress (Both Chambers)",2.3,"5","Democrat","Clinton"
"1525",1997,"Congress (Both Chambers)",2.3,"6","Democrat","Clinton"
"1526",1997,"Congress (Both Chambers)",2.3,"7","Democrat","Clinton"
"1527",1997,"Congress (Both Chambers)",2.3,"8","Democrat","Clinton"
"1528",1997,"Congress (Both Chambers)",2.3,"9","Democrat","Clinton"
"1529",1997,"Congress (Both Chambers)",2.3,"10","Democrat","Clinton"
"1530",1997,"Presidency",2.3,"0","Democrat","Clinton"
"1531",1997,"Presidency",2.3,"1","Democrat","Clinton"
"1532",1997,"Presidency",2.3,"2","Democrat","Clinton"
"1533",1997,"Presidency",2.3,"3","Democrat","Clinton"
"1534",1997,"Presidency",2.3,"4","Democrat","Clinton"
"1535",1997,"Presidency",2.3,"5","Republican","Clinton"
"1536",1997,"Presidency",2.3,"6","Republican","Clinton"
"1537",1997,"Presidency",2.3,"7","Republican","Clinton"
"1538",1997,"Presidency",2.3,"8","Republican","Clinton"
"1539",1997,"Presidency",2.3,"9","Republican","Clinton"
"1540",1997,"Presidency",2.3,"10","Republican","Clinton"
"1541",1998,"House of Representatives",1.6,"0","Republican","Clinton"
"1542",1998,"House of Representatives",1.6,"1","Republican","Clinton"
"1543",1998,"House of Representatives",1.6,"2","Republican","Clinton"
"1544",1998,"House of Representatives",1.6,"3","Republican","Clinton"
"1545",1998,"House of Representatives",1.6,"4","Democrat","Clinton"
"1546",1998,"House of Representatives",1.6,"5","Democrat","Clinton"
"1547",1998,"House of Representatives",1.6,"6","Democrat","Clinton"
"1548",1998,"House of Representatives",1.6,"7","Democrat","Clinton"
"1549",1998,"House of Representatives",1.6,"8","Democrat","Clinton"
"1550",1998,"House of Representatives",1.6,"9","Democrat","Clinton"
"1551",1998,"House of Representatives",1.6,"10","Democrat","Clinton"
"1552",1998,"Senate",1.6,"0","Republican","Clinton"
"1553",1998,"Senate",1.6,"1","Republican","Clinton"
"1554",1998,"Senate",1.6,"2","Republican","Clinton"
"1555",1998,"Senate",1.6,"3","Republican","Clinton"
"1556",1998,"Senate",1.6,"4","Democrat","Clinton"
"1557",1998,"Senate",1.6,"5","Democrat","Clinton"
"1558",1998,"Senate",1.6,"6","Democrat","Clinton"
"1559",1998,"Senate",1.6,"7","Democrat","Clinton"
"1560",1998,"Senate",1.6,"8","Democrat","Clinton"
"1561",1998,"Senate",1.6,"9","Democrat","Clinton"
"1562",1998,"Senate",1.6,"10","Democrat","Clinton"
"1563",1998,"Congress (Both Chambers)",1.6,"0","Republican","Clinton"
"1564",1998,"Congress (Both Chambers)",1.6,"1","Republican","Clinton"
"1565",1998,"Congress (Both Chambers)",1.6,"2","Republican","Clinton"
"1566",1998,"Congress (Both Chambers)",1.6,"3","Republican","Clinton"
"1567",1998,"Congress (Both Chambers)",1.6,"4","Democrat","Clinton"
"1568",1998,"Congress (Both Chambers)",1.6,"5","Democrat","Clinton"
"1569",1998,"Congress (Both Chambers)",1.6,"6","Democrat","Clinton"
"1570",1998,"Congress (Both Chambers)",1.6,"7","Democrat","Clinton"
"1571",1998,"Congress (Both Chambers)",1.6,"8","Democrat","Clinton"
"1572",1998,"Congress (Both Chambers)",1.6,"9","Democrat","Clinton"
"1573",1998,"Congress (Both Chambers)",1.6,"10","Democrat","Clinton"
"1574",1998,"Presidency",1.6,"0","Democrat","Clinton"
"1575",1998,"Presidency",1.6,"1","Democrat","Clinton"
"1576",1998,"Presidency",1.6,"2","Democrat","Clinton"
"1577",1998,"Presidency",1.6,"3","Democrat","Clinton"
"1578",1998,"Presidency",1.6,"4","Democrat","Clinton"
"1579",1998,"Presidency",1.6,"5","Democrat","Clinton"
"1580",1998,"Presidency",1.6,"6","Republican","Clinton"
"1581",1998,"Presidency",1.6,"7","Republican","Clinton"
"1582",1998,"Presidency",1.6,"8","Republican","Clinton"
"1583",1998,"Presidency",1.6,"9","Republican","Clinton"
"1584",1998,"Presidency",1.6,"10","Republican","Clinton"
"1585",1999,"House of Representatives",2.2,"0","Republican","Clinton"
"1586",1999,"House of Representatives",2.2,"1","Republican","Clinton"
"1587",1999,"House of Representatives",2.2,"2","Republican","Clinton"
"1588",1999,"House of Representatives",2.2,"3","Republican","Clinton"
"1589",1999,"House of Representatives",2.2,"4","Republican","Clinton"
"1590",1999,"House of Representatives",2.2,"5","Democrat","Clinton"
"1591",1999,"House of Representatives",2.2,"6","Democrat","Clinton"
"1592",1999,"House of Representatives",2.2,"7","Democrat","Clinton"
"1593",1999,"House of Representatives",2.2,"8","Democrat","Clinton"
"1594",1999,"House of Representatives",2.2,"9","Democrat","Clinton"
"1595",1999,"House of Representatives",2.2,"10","Democrat","Clinton"
"1596",1999,"Senate",2.2,"0","Republican","Clinton"
"1597",1999,"Senate",2.2,"1","Republican","Clinton"
"1598",1999,"Senate",2.2,"2","Republican","Clinton"
"1599",1999,"Senate",2.2,"3","Republican","Clinton"
"1600",1999,"Senate",2.2,"4","Republican","Clinton"
"1601",1999,"Senate",2.2,"5","Democrat","Clinton"
"1602",1999,"Senate",2.2,"6","Democrat","Clinton"
"1603",1999,"Senate",2.2,"7","Democrat","Clinton"
"1604",1999,"Senate",2.2,"8","Democrat","Clinton"
"1605",1999,"Senate",2.2,"9","Democrat","Clinton"
"1606",1999,"Senate",2.2,"10","Democrat","Clinton"
"1607",1999,"Congress (Both Chambers)",2.2,"0","Republican","Clinton"
"1608",1999,"Congress (Both Chambers)",2.2,"1","Republican","Clinton"
"1609",1999,"Congress (Both Chambers)",2.2,"2","Republican","Clinton"
"1610",1999,"Congress (Both Chambers)",2.2,"3","Republican","Clinton"
"1611",1999,"Congress (Both Chambers)",2.2,"4","Republican","Clinton"
"1612",1999,"Congress (Both Chambers)",2.2,"5","Democrat","Clinton"
"1613",1999,"Congress (Both Chambers)",2.2,"6","Democrat","Clinton"
"1614",1999,"Congress (Both Chambers)",2.2,"7","Democrat","Clinton"
"1615",1999,"Congress (Both Chambers)",2.2,"8","Democrat","Clinton"
"1616",1999,"Congress (Both Chambers)",2.2,"9","Democrat","Clinton"
"1617",1999,"Congress (Both Chambers)",2.2,"10","Democrat","Clinton"
"1618",1999,"Presidency",2.2,"0","Democrat","Clinton"
"1619",1999,"Presidency",2.2,"1","Democrat","Clinton"
"1620",1999,"Presidency",2.2,"2","Democrat","Clinton"
"1621",1999,"Presidency",2.2,"3","Democrat","Clinton"
"1622",1999,"Presidency",2.2,"4","Democrat","Clinton"
"1623",1999,"Presidency",2.2,"5","Democrat","Clinton"
"1624",1999,"Presidency",2.2,"6","Democrat","Clinton"
"1625",1999,"Presidency",2.2,"7","Republican","Clinton"
"1626",1999,"Presidency",2.2,"8","Republican","Clinton"
"1627",1999,"Presidency",2.2,"9","Republican","Clinton"
"1628",1999,"Presidency",2.2,"10","Republican","Clinton"
"1629",2000,"House of Representatives",3.4,"0","Republican","Clinton"
"1630",2000,"House of Representatives",3.4,"1","Republican","Clinton"
"1631",2000,"House of Representatives",3.4,"2","Republican","Clinton"
"1632",2000,"House of Representatives",3.4,"3","Republican","Clinton"
"1633",2000,"House of Representatives",3.4,"4","Republican","Clinton"
"1634",2000,"House of Representatives",3.4,"5","Republican","Clinton"
"1635",2000,"House of Representatives",3.4,"6","Democrat","Clinton"
"1636",2000,"House of Representatives",3.4,"7","Democrat","Clinton"
"1637",2000,"House of Representatives",3.4,"8","Democrat","Clinton"
"1638",2000,"House of Representatives",3.4,"9","Democrat","Clinton"
"1639",2000,"House of Representatives",3.4,"10","Democrat","Clinton"
"1640",2000,"Senate",3.4,"0","Republican","Clinton"
"1641",2000,"Senate",3.4,"1","Republican","Clinton"
"1642",2000,"Senate",3.4,"2","Republican","Clinton"
"1643",2000,"Senate",3.4,"3","Republican","Clinton"
"1644",2000,"Senate",3.4,"4","Republican","Clinton"
"1645",2000,"Senate",3.4,"5","Republican","Clinton"
"1646",2000,"Senate",3.4,"6","Democrat","Clinton"
"1647",2000,"Senate",3.4,"7","Democrat","Clinton"
"1648",2000,"Senate",3.4,"8","Democrat","Clinton"
"1649",2000,"Senate",3.4,"9","Democrat","Clinton"
"1650",2000,"Senate",3.4,"10","Democrat","Clinton"
"1651",2000,"Congress (Both Chambers)",3.4,"0","Republican","Clinton"
"1652",2000,"Congress (Both Chambers)",3.4,"1","Republican","Clinton"
"1653",2000,"Congress (Both Chambers)",3.4,"2","Republican","Clinton"
"1654",2000,"Congress (Both Chambers)",3.4,"3","Republican","Clinton"
"1655",2000,"Congress (Both Chambers)",3.4,"4","Republican","Clinton"
"1656",2000,"Congress (Both Chambers)",3.4,"5","Republican","Clinton"
"1657",2000,"Congress (Both Chambers)",3.4,"6","Democrat","Clinton"
"1658",2000,"Congress (Both Chambers)",3.4,"7","Democrat","Clinton"
"1659",2000,"Congress (Both Chambers)",3.4,"8","Democrat","Clinton"
"1660",2000,"Congress (Both Chambers)",3.4,"9","Democrat","Clinton"
"1661",2000,"Congress (Both Chambers)",3.4,"10","Democrat","Clinton"
"1662",2000,"Presidency",3.4,"0","Democrat","Clinton"
"1663",2000,"Presidency",3.4,"1","Democrat","Clinton"
"1664",2000,"Presidency",3.4,"2","Democrat","Clinton"
"1665",2000,"Presidency",3.4,"3","Democrat","Clinton"
"1666",2000,"Presidency",3.4,"4","Democrat","Clinton"
"1667",2000,"Presidency",3.4,"5","Democrat","Clinton"
"1668",2000,"Presidency",3.4,"6","Democrat","Clinton"
"1669",2000,"Presidency",3.4,"7","Democrat","Clinton"
"1670",2000,"Presidency",3.4,"8","Republican","Clinton"
"1671",2000,"Presidency",3.4,"9","Republican","Clinton"
"1672",2000,"Presidency",3.4,"10","Republican","Clinton"
"1673",2001,"House of Representatives",2.8,"0","Republican","G.W. Bush"
"1674",2001,"House of Representatives",2.8,"1","Republican","G.W. Bush"
"1675",2001,"House of Representatives",2.8,"2","Republican","G.W. Bush"
"1676",2001,"House of Representatives",2.8,"3","Republican","G.W. Bush"
"1677",2001,"House of Representatives",2.8,"4","Republican","G.W. Bush"
"1678",2001,"House of Representatives",2.8,"5","Republican","G.W. Bush"
"1679",2001,"House of Representatives",2.8,"6","Republican","G.W. Bush"
"1680",2001,"House of Representatives",2.8,"7","Democrat","G.W. Bush"
"1681",2001,"House of Representatives",2.8,"8","Democrat","G.W. Bush"
"1682",2001,"House of Representatives",2.8,"9","Democrat","G.W. Bush"
"1683",2001,"House of Representatives",2.8,"10","Democrat","G.W. Bush"
"1684",2001,"Senate",2.8,"0","Split","G.W. Bush"
"1685",2001,"Senate",2.8,"1","Republican","G.W. Bush"
"1686",2001,"Senate",2.8,"2","Republican","G.W. Bush"
"1687",2001,"Senate",2.8,"3","Republican","G.W. Bush"
"1688",2001,"Senate",2.8,"4","Republican","G.W. Bush"
"1689",2001,"Senate",2.8,"5","Republican","G.W. Bush"
"1690",2001,"Senate",2.8,"6","Republican","G.W. Bush"
"1691",2001,"Senate",2.8,"7","Democrat","G.W. Bush"
"1692",2001,"Senate",2.8,"8","Democrat","G.W. Bush"
"1693",2001,"Senate",2.8,"9","Democrat","G.W. Bush"
"1694",2001,"Senate",2.8,"10","Democrat","G.W. Bush"
"1695",2001,"Congress (Both Chambers)",2.8,"0","Split","G.W. Bush"
"1696",2001,"Congress (Both Chambers)",2.8,"1","Republican","G.W. Bush"
"1697",2001,"Congress (Both Chambers)",2.8,"2","Republican","G.W. Bush"
"1698",2001,"Congress (Both Chambers)",2.8,"3","Republican","G.W. Bush"
"1699",2001,"Congress (Both Chambers)",2.8,"4","Republican","G.W. Bush"
"1700",2001,"Congress (Both Chambers)",2.8,"5","Republican","G.W. Bush"
"1701",2001,"Congress (Both Chambers)",2.8,"6","Republican","G.W. Bush"
"1702",2001,"Congress (Both Chambers)",2.8,"7","Democrat","G.W. Bush"
"1703",2001,"Congress (Both Chambers)",2.8,"8","Democrat","G.W. Bush"
"1704",2001,"Congress (Both Chambers)",2.8,"9","Democrat","G.W. Bush"
"1705",2001,"Congress (Both Chambers)",2.8,"10","Democrat","G.W. Bush"
"1706",2001,"Presidency",2.8,"0","Republican","G.W. Bush"
"1707",2001,"Presidency",2.8,"1","Democrat","G.W. Bush"
"1708",2001,"Presidency",2.8,"2","Democrat","G.W. Bush"
"1709",2001,"Presidency",2.8,"3","Democrat","G.W. Bush"
"1710",2001,"Presidency",2.8,"4","Democrat","G.W. Bush"
"1711",2001,"Presidency",2.8,"5","Democrat","G.W. Bush"
"1712",2001,"Presidency",2.8,"6","Democrat","G.W. Bush"
"1713",2001,"Presidency",2.8,"7","Democrat","G.W. Bush"
"1714",2001,"Presidency",2.8,"8","Democrat","G.W. Bush"
"1715",2001,"Presidency",2.8,"9","Republican","G.W. Bush"
"1716",2001,"Presidency",2.8,"10","Republican","G.W. Bush"
"1717",2002,"House of Representatives",1.6,"0","Republican","G.W. Bush"
"1718",2002,"House of Representatives",1.6,"1","Republican","G.W. Bush"
"1719",2002,"House of Representatives",1.6,"2","Republican","G.W. Bush"
"1720",2002,"House of Representatives",1.6,"3","Republican","G.W. Bush"
"1721",2002,"House of Representatives",1.6,"4","Republican","G.W. Bush"
"1722",2002,"House of Representatives",1.6,"5","Republican","G.W. Bush"
"1723",2002,"House of Representatives",1.6,"6","Republican","G.W. Bush"
"1724",2002,"House of Representatives",1.6,"7","Republican","G.W. Bush"
"1725",2002,"House of Representatives",1.6,"8","Democrat","G.W. Bush"
"1726",2002,"House of Representatives",1.6,"9","Democrat","G.W. Bush"
"1727",2002,"House of Representatives",1.6,"10","Democrat","G.W. Bush"
"1728",2002,"Senate",1.6,"0","Split","G.W. Bush"
"1729",2002,"Senate",1.6,"1","Split","G.W. Bush"
"1730",2002,"Senate",1.6,"2","Republican","G.W. Bush"
"1731",2002,"Senate",1.6,"3","Republican","G.W. Bush"
"1732",2002,"Senate",1.6,"4","Republican","G.W. Bush"
"1733",2002,"Senate",1.6,"5","Republican","G.W. Bush"
"1734",2002,"Senate",1.6,"6","Republican","G.W. Bush"
"1735",2002,"Senate",1.6,"7","Republican","G.W. Bush"
"1736",2002,"Senate",1.6,"8","Democrat","G.W. Bush"
"1737",2002,"Senate",1.6,"9","Democrat","G.W. Bush"
"1738",2002,"Senate",1.6,"10","Democrat","G.W. Bush"
"1739",2002,"Congress (Both Chambers)",1.6,"0","Split","G.W. Bush"
"1740",2002,"Congress (Both Chambers)",1.6,"1","Split","G.W. Bush"
"1741",2002,"Congress (Both Chambers)",1.6,"2","Republican","G.W. Bush"
"1742",2002,"Congress (Both Chambers)",1.6,"3","Republican","G.W. Bush"
"1743",2002,"Congress (Both Chambers)",1.6,"4","Republican","G.W. Bush"
"1744",2002,"Congress (Both Chambers)",1.6,"5","Republican","G.W. Bush"
"1745",2002,"Congress (Both Chambers)",1.6,"6","Republican","G.W. Bush"
"1746",2002,"Congress (Both Chambers)",1.6,"7","Republican","G.W. Bush"
"1747",2002,"Congress (Both Chambers)",1.6,"8","Democrat","G.W. Bush"
"1748",2002,"Congress (Both Chambers)",1.6,"9","Democrat","G.W. Bush"
"1749",2002,"Congress (Both Chambers)",1.6,"10","Democrat","G.W. Bush"
"1750",2002,"Presidency",1.6,"0","Republican","G.W. Bush"
"1751",2002,"Presidency",1.6,"1","Republican","G.W. Bush"
"1752",2002,"Presidency",1.6,"2","Democrat","G.W. Bush"
"1753",2002,"Presidency",1.6,"3","Democrat","G.W. Bush"
"1754",2002,"Presidency",1.6,"4","Democrat","G.W. Bush"
"1755",2002,"Presidency",1.6,"5","Democrat","G.W. Bush"
"1756",2002,"Presidency",1.6,"6","Democrat","G.W. Bush"
"1757",2002,"Presidency",1.6,"7","Democrat","G.W. Bush"
"1758",2002,"Presidency",1.6,"8","Democrat","G.W. Bush"
"1759",2002,"Presidency",1.6,"9","Democrat","G.W. Bush"
"1760",2002,"Presidency",1.6,"10","Republican","G.W. Bush"
"1761",2003,"House of Representatives",2.3,"0","Republican","G.W. Bush"
"1762",2003,"House of Representatives",2.3,"1","Republican","G.W. Bush"
"1763",2003,"House of Representatives",2.3,"2","Republican","G.W. Bush"
"1764",2003,"House of Representatives",2.3,"3","Republican","G.W. Bush"
"1765",2003,"House of Representatives",2.3,"4","Republican","G.W. Bush"
"1766",2003,"House of Representatives",2.3,"5","Republican","G.W. Bush"
"1767",2003,"House of Representatives",2.3,"6","Republican","G.W. Bush"
"1768",2003,"House of Representatives",2.3,"7","Republican","G.W. Bush"
"1769",2003,"House of Representatives",2.3,"8","Republican","G.W. Bush"
"1770",2003,"House of Representatives",2.3,"9","Democrat","G.W. Bush"
"1771",2003,"House of Representatives",2.3,"10","Democrat","G.W. Bush"
"1772",2003,"Senate",2.3,"0","Republican","G.W. Bush"
"1773",2003,"Senate",2.3,"1","Split","G.W. Bush"
"1774",2003,"Senate",2.3,"2","Split","G.W. Bush"
"1775",2003,"Senate",2.3,"3","Republican","G.W. Bush"
"1776",2003,"Senate",2.3,"4","Republican","G.W. Bush"
"1777",2003,"Senate",2.3,"5","Republican","G.W. Bush"
"1778",2003,"Senate",2.3,"6","Republican","G.W. Bush"
"1779",2003,"Senate",2.3,"7","Republican","G.W. Bush"
"1780",2003,"Senate",2.3,"8","Republican","G.W. Bush"
"1781",2003,"Senate",2.3,"9","Democrat","G.W. Bush"
"1782",2003,"Senate",2.3,"10","Democrat","G.W. Bush"
"1783",2003,"Congress (Both Chambers)",2.3,"0","Republican","G.W. Bush"
"1784",2003,"Congress (Both Chambers)",2.3,"1","Split","G.W. Bush"
"1785",2003,"Congress (Both Chambers)",2.3,"2","Split","G.W. Bush"
"1786",2003,"Congress (Both Chambers)",2.3,"3","Republican","G.W. Bush"
"1787",2003,"Congress (Both Chambers)",2.3,"4","Republican","G.W. Bush"
"1788",2003,"Congress (Both Chambers)",2.3,"5","Republican","G.W. Bush"
"1789",2003,"Congress (Both Chambers)",2.3,"6","Republican","G.W. Bush"
"1790",2003,"Congress (Both Chambers)",2.3,"7","Republican","G.W. Bush"
"1791",2003,"Congress (Both Chambers)",2.3,"8","Republican","G.W. Bush"
"1792",2003,"Congress (Both Chambers)",2.3,"9","Democrat","G.W. Bush"
"1793",2003,"Congress (Both Chambers)",2.3,"10","Democrat","G.W. Bush"
"1794",2003,"Presidency",2.3,"0","Republican","G.W. Bush"
"1795",2003,"Presidency",2.3,"1","Republican","G.W. Bush"
"1796",2003,"Presidency",2.3,"2","Republican","G.W. Bush"
"1797",2003,"Presidency",2.3,"3","Democrat","G.W. Bush"
"1798",2003,"Presidency",2.3,"4","Democrat","G.W. Bush"
"1799",2003,"Presidency",2.3,"5","Democrat","G.W. Bush"
"1800",2003,"Presidency",2.3,"6","Democrat","G.W. Bush"
"1801",2003,"Presidency",2.3,"7","Democrat","G.W. Bush"
"1802",2003,"Presidency",2.3,"8","Democrat","G.W. Bush"
"1803",2003,"Presidency",2.3,"9","Democrat","G.W. Bush"
"1804",2003,"Presidency",2.3,"10","Democrat","G.W. Bush"
"1805",2004,"House of Representatives",2.7,"0","Republican","G.W. Bush"
"1806",2004,"House of Representatives",2.7,"1","Republican","G.W. Bush"
"1807",2004,"House of Representatives",2.7,"2","Republican","G.W. Bush"
"1808",2004,"House of Representatives",2.7,"3","Republican","G.W. Bush"
"1809",2004,"House of Representatives",2.7,"4","Republican","G.W. Bush"
"1810",2004,"House of Representatives",2.7,"5","Republican","G.W. Bush"
"1811",2004,"House of Representatives",2.7,"6","Republican","G.W. Bush"
"1812",2004,"House of Representatives",2.7,"7","Republican","G.W. Bush"
"1813",2004,"House of Representatives",2.7,"8","Republican","G.W. Bush"
"1814",2004,"House of Representatives",2.7,"9","Republican","G.W. Bush"
"1815",2004,"House of Representatives",2.7,"10","Democrat","G.W. Bush"
"1816",2004,"Senate",2.7,"0","Republican","G.W. Bush"
"1817",2004,"Senate",2.7,"1","Republican","G.W. Bush"
"1818",2004,"Senate",2.7,"2","Split","G.W. Bush"
"1819",2004,"Senate",2.7,"3","Split","G.W. Bush"
